Current,Voltage,Ah Out,Cumulative Actual Disch Ah,Power,Remaining Capacity,Time to Depletion,type,capacity,charged,prediction
7.92,9.88,0.132,49.6831666666667,78.2496,4.3168333333333,1962.1969696969545,tn1,85.0,54.0,[1977.24662607]
7.94,9.94,0.1323333333333333,49.81550000000004,78.9236,4.184499999999964,1897.254408060437,tn1,85.0,54.0,[1928.32634266]
7.94,9.96,0.1323333333333333,49.94783333333337,79.0824,4.052166666666629,1837.254408060436,tn1,85.0,54.0,[1856.40037869]
9.52,9.84,0.1586666666666666,50.10650000000004,93.6768,3.89349999999996,1472.3319327730942,tn1,85.0,54.0,[1457.58084536]
9.5,9.8,0.1583333333333333,50.26483333333337,93.1,3.735166666666629,1415.4315789473542,tn1,85.0,54.0,[1413.62654008]
9.48,9.77,0.158,50.42283333333337,92.6196,3.577166666666628,1358.4177215189725,tn1,85.0,54.0,[1399.49583666]
6.05,10.04,0.1008333333333333,50.52366666666671,60.74199999999999,3.4763333333332938,2068.561983471051,tn1,85.0,54.0,[2051.59297748]
6.07,10.11,0.1011666666666666,50.62483333333337,61.3677,3.3751666666666296,2001.7462932454475,tn1,85.0,54.0,[2013.13360361]
6.07,10.11,0.1011666666666666,50.72600000000004,61.3677,3.2739999999999654,1941.746293245449,tn1,85.0,54.0,[1955.8733679]
7.74,10.01,0.129,50.85500000000003,77.4774,3.144999999999968,1462.7906976744034,tn1,85.0,54.0,[1459.97704971]
7.71,9.95,0.1285,50.98350000000004,76.7145,3.016499999999965,1408.4824902723572,tn1,85.0,54.0,[1429.91115818]
7.7,9.93,0.1283333333333333,51.111833333333365,76.461,2.888166666666635,1350.3116883116734,tn1,85.0,54.0,[1340.89531703]
6.05,10.04,0.1008333333333333,51.2126666666667,60.74199999999999,2.787333333333301,1658.578512396675,tn1,85.0,54.0,[1654.07749703]
6.06,10.06,0.1009999999999999,51.3136666666667,60.9636,2.6863333333333017,1595.8415841583972,tn1,85.0,54.0,[1621.41801662]
6.06,10.07,0.1009999999999999,51.4146666666667,61.0242,2.5853333333333026,1535.8415841583978,tn1,85.0,54.0,[1543.4040562]
9.26,9.79,0.1543333333333333,51.56900000000003,90.6554,2.430999999999969,945.09719222461,tn1,85.0,54.0,[955.58188123]
9.22,9.75,0.1536666666666666,51.7226666666667,89.89500000000001,2.277333333333303,889.1973969631117,tn1,85.0,54.0,[919.01759519]
9.19,9.71,0.1531666666666666,51.87583333333336,89.2349,2.124166666666639,832.1001088139174,tn1,85.0,54.0,[882.53234069]
9.17,9.67,0.1528333333333333,52.028666666666695,88.6739,1.9713333333333047,773.9149400217992,tn1,85.0,54.0,[801.38183783]
9.15,9.64,0.1525,52.1811666666667,88.206,1.818833333333302,715.6065573770369,tn1,85.0,54.0,[749.04836901]
9.14,9.61,0.1523333333333333,52.33350000000003,87.8354,1.6664999999999708,656.3894967177127,tn1,85.0,54.0,[698.5012294]
7.55,9.73,0.1258333333333333,52.45933333333336,73.4615,1.5406666666666382,734.6225165562779,tn1,85.0,54.0,[704.76751199]
7.54,9.72,0.1256666666666666,52.58500000000003,73.28880000000001,1.4149999999999707,675.5968169761134,tn1,85.0,54.0,[684.41865551]
7.54,9.71,0.1256666666666666,52.7106666666667,73.21340000000001,1.2893333333333032,615.5968169761129,tn1,85.0,54.0,[631.1646439]
7.53,9.7,0.1255,52.8361666666667,73.041,1.1638333333333009,556.4143426294665,tn1,85.0,54.0,[574.19403392]
7.53,9.68,0.1255,52.9616666666667,72.8904,1.0383333333332985,496.4143426294654,tn1,85.0,54.0,[496.6033808]
5.96,9.83,0.0993333333333333,53.06100000000004,58.5868,0.9389999999999644,567.1812080536698,tn1,85.0,54.0,[550.55025413]
5.96,9.84,0.0993333333333333,53.16033333333337,58.6464,0.8396666666666306,507.1812080536695,tn1,85.0,54.0,[477.22648478]
5.97,9.84,0.0994999999999999,53.25983333333337,58.7448,0.7401666666666316,446.3316582914361,tn1,85.0,54.0,[411.07929801]
7.54,9.7,0.1256666666666666,53.38550000000004,73.13799999999999,0.6144999999999641,293.39522546417385,tn1,85.0,54.0,[285.50265722]
7.52,9.66,0.1253333333333333,53.510833333333366,72.6432,0.4891666666666339,234.17553191487795,tn1,85.0,54.0,[253.5760909]
7.51,9.64,0.1251666666666666,53.63600000000003,72.3964,0.3639999999999688,174.48735019971875,tn1,85.0,54.0,[249.82231466]
7.5,9.62,0.125,53.76100000000003,72.14999999999999,0.2389999999999688,114.71999999998502,tn1,85.0,54.0,[183.02695491]
9.04,9.44,0.1506666666666666,53.9116666666667,85.33759999999998,0.0883333333333027,35.1769911504303,tn1,85.0,54.0,[52.43410205]
5.34,9.69,0.089,54.000666666666696,51.7446,-0.0006666666666959,-0.449438202266901,tn1,85.0,54.0,[-14.01304002]
5.36,9.76,0.0893333333333333,54.09000000000003,52.3136,-0.0900000000000318,-60.447761194051225,tn1,85.0,54.0,[-59.18715341]
5.37,9.78,0.0895,54.17950000000003,52.5186,-0.1795000000000328,-120.33519553074828,tn1,85.0,54.0,[-117.66298351]
6.96,9.61,0.116,54.29550000000003,66.8856,-0.2955000000000325,-152.84482758622372,tn1,85.0,54.0,[-163.03537327]
6.95,9.59,0.1158333333333333,54.41133333333337,66.6505,-0.4113333333333671,-213.06474820145635,tn1,85.0,54.0,[-256.55863171]
6.94,9.57,0.1156666666666666,54.52700000000004,66.4158,-0.5270000000000366,-273.371757925091,tn1,85.0,54.0,[-281.96076102]
6.94,9.55,0.1156666666666666,54.64266666666671,66.27700000000002,-0.642666666666706,-333.3717579250925,tn1,85.0,54.0,[-427.44311667]
14.63,12.35,0.2438333333333333,0.2438333333333333,180.6805,84.75616666666667,20855.926179084072,b5,85.0,85.0,[20772.3808993]
14.91,12.21,0.2485,0.4923333333333333,182.0511,84.50766666666667,20404.26559356137,b5,85.0,85.0,[20234.71319569]
14.93,12.26,0.2488333333333333,0.7411666666666666,183.0418,84.25883333333333,20316.9323509712,b5,85.0,85.0,[20265.38615251]
14.94,12.29,0.249,0.9901666666666666,183.6126,84.00983333333333,20243.333333333336,b5,85.0,85.0,[20203.98695569]
21.44,12.19,0.3573333333333333,1.3475,261.35360000000003,83.6525,14046.128731343282,b5,85.0,85.0,[14102.12285032]
21.43,12.2,0.3571666666666667,1.7046666666666666,261.446,83.29533333333333,13992.68315445637,b5,85.0,85.0,[14064.30027062]
21.42,12.21,0.357,2.0616666666666665,261.5382,82.93833333333333,13939.215686274509,b5,85.0,85.0,[14039.34059942]
10.96,12.41,0.1826666666666666,2.244333333333333,136.01360000000005,82.75566666666667,27182.518248175184,b5,85.0,85.0,[26801.90792532]
10.96,12.43,0.1826666666666666,2.427,136.2328,82.57300000000001,27122.518248175184,b5,85.0,85.0,[27118.59729301]
10.96,12.43,0.1826666666666666,2.609666666666666,136.2328,82.39033333333333,27062.51824817518,b5,85.0,85.0,[27097.80413448]
13.34,12.38,0.2223333333333333,2.8319999999999994,165.1492,82.168,22174.27286356821,b5,85.0,85.0,[22172.09083729]
13.33,12.38,0.2221666666666666,3.0541666666666663,165.02540000000002,81.94583333333334,22130.90772693173,b5,85.0,85.0,[22104.64558504]
13.34,12.38,0.2223333333333333,3.2764999999999995,165.1492,81.7235,22054.317841079457,b5,85.0,85.0,[22031.8718217]
13.33,12.38,0.2221666666666666,3.4986666666666664,165.02540000000002,81.50133333333333,22010.86271567892,b5,85.0,85.0,[21999.13925933]
19.97,12.25,0.3328333333333333,3.8315,244.6325,81.1685,14632.27841762644,b5,85.0,85.0,[14595.5553091]
19.95,12.25,0.3324999999999999,4.164,244.3875,80.836,14586.947368421052,b5,85.0,85.0,[14569.68829219]
19.95,12.25,0.3324999999999999,4.496499999999999,244.3875,80.5035,14526.947368421055,b5,85.0,85.0,[14536.40846912]
19.94,12.24,0.3323333333333333,4.828833333333333,244.0656,80.17116666666666,14474.232698094282,b5,85.0,85.0,[14403.18333628]
19.93,12.24,0.3321666666666666,5.161,243.9432,79.839,14421.49523331661,b5,85.0,85.0,[14384.48816986]
19.93,12.24,0.3321666666666666,5.493166666666666,243.9432,79.50683333333333,14361.495233316607,b5,85.0,85.0,[14363.95801838]
19.91,12.24,0.3318333333333333,5.824999999999999,243.6984,79.175,14315.92164741336,b5,85.0,85.0,[14323.00868112]
22.51,12.19,0.3751666666666667,6.200166666666666,274.3969,78.79983333333334,12602.372278987115,b5,85.0,85.0,[12598.01988399]
22.5,12.18,0.375,6.575166666666666,274.05,78.42483333333334,12547.973333333335,b5,85.0,85.0,[12531.80654527]
22.49,12.18,0.3748333333333333,6.949999999999999,273.92819999999995,78.05,12493.552690084483,b5,85.0,85.0,[12511.49890929]
23.0,12.17,0.3833333333333333,7.333333333333333,279.91,77.66666666666667,12156.521739130434,b5,85.0,85.0,[12203.30716164]
22.99,12.16,0.3831666666666666,7.7165,279.5584,77.2835,12101.809482383647,b5,85.0,85.0,[12170.66595279]
10.34,12.41,0.1723333333333333,7.888833333333333,128.3194,77.11116666666666,26847.214700193425,b5,85.0,85.0,[26707.35513867]
10.35,12.41,0.1725,8.061333333333334,128.4435,76.93866666666666,26761.275362318844,b5,85.0,85.0,[26644.93704589]
10.35,12.41,0.1725,8.233833333333333,128.4435,76.76616666666666,26701.275362318844,b5,85.0,85.0,[26609.20445039]
12.71,12.36,0.2118333333333333,8.445666666666666,157.0956,76.55433333333333,21683.367427222656,b5,85.0,85.0,[21648.715947]
12.71,12.36,0.2118333333333333,8.657499999999999,157.0956,76.3425,21623.367427222656,b5,85.0,85.0,[21591.01025243]
12.71,12.35,0.2118333333333333,8.869333333333332,156.9685,76.13066666666667,21563.36742722266,b5,85.0,85.0,[21469.0497893]
12.71,12.35,0.2118333333333333,9.081166666666665,156.9685,75.91883333333334,21503.36742722266,b5,85.0,85.0,[21335.09895097]
15.12,12.3,0.252,9.333166666666664,185.976,75.66683333333333,18015.912698412696,b5,85.0,85.0,[18045.51635778]
15.12,12.3,0.252,9.585166666666666,185.976,75.41483333333333,17955.9126984127,b5,85.0,85.0,[17960.80867113]
15.11,12.3,0.2518333333333333,9.837,185.853,75.163,17907.796161482464,b5,85.0,85.0,[17933.9792017]
25.22,12.11,0.4203333333333333,10.257333333333332,305.4142,74.74266666666666,10669.056304520222,b5,85.0,85.0,[10702.39136739]
25.79,12.09,0.4298333333333333,10.687166666666666,311.8011,74.31283333333333,10373.253198914308,b5,85.0,85.0,[10416.40787873]
25.76,12.08,0.4293333333333333,11.1165,311.18080000000003,73.8835,10325.333850931676,b5,85.0,85.0,[10340.50844021]
25.73,12.08,0.4288333333333333,11.545333333333334,310.8184,73.45466666666667,10277.372716673144,b5,85.0,85.0,[10295.15741823]
25.71,12.07,0.4285,11.973833333333332,310.3197,73.02616666666667,10225.367561260213,b5,85.0,85.0,[10269.02761159]
4.93,12.49,0.0821666666666666,12.056,61.5757,72.944,53265.39553752536,b5,85.0,85.0,[53172.7958241]
4.94,12.52,0.0823333333333333,12.138333333333332,61.8488,72.86166666666666,53097.57085020243,b5,85.0,85.0,[53143.07489076]
4.95,12.52,0.0825,12.220833333333331,61.974,72.77916666666667,52930.30303030303,b5,85.0,85.0,[52858.01001892]
4.95,12.52,0.0825,12.303333333333333,61.974,72.69666666666667,52870.30303030303,b5,85.0,85.0,[52838.81001892]
12.98,12.33,0.2163333333333333,12.519666666666664,160.04340000000002,72.48033333333333,20102.40369799692,b5,85.0,85.0,[19937.85971051]
12.96,12.32,0.216,12.735666666666663,159.6672,72.26433333333334,20073.425925925927,b5,85.0,85.0,[20045.08835065]
12.96,12.31,0.216,12.951666666666664,159.53760000000003,72.04833333333333,20013.425925925923,b5,85.0,85.0,[19977.87635448]
12.96,12.31,0.216,13.167666666666662,159.53760000000003,71.83233333333334,19953.425925925927,b5,85.0,85.0,[19946.95166919]
12.96,12.31,0.216,13.38366666666666,159.53760000000003,71.61633333333334,19893.425925925927,b5,85.0,85.0,[19895.83711419]
23.46,12.1,0.391,13.77466666666666,283.866,71.22533333333334,10929.718670076729,b5,85.0,85.0,[10902.47924773]
23.43,12.09,0.3905,14.16516666666666,283.2687,70.83483333333334,10883.713188220232,b5,85.0,85.0,[10873.51799691]
23.4,12.08,0.3899999999999999,14.55516666666666,282.672,70.44483333333334,10837.666666666668,b5,85.0,85.0,[10833.99215366]
23.38,12.08,0.3896666666666666,14.944833333333328,282.4304,70.05516666666668,10786.937553464502,b5,85.0,85.0,[10773.48303406]
24.51,12.05,0.4085,15.353333333333328,295.3455,69.64666666666668,10229.620563035496,b5,85.0,85.0,[10298.09903945]
24.49,12.04,0.4081666666666666,15.761499999999996,294.85959999999994,69.2385,10177.974683544304,b5,85.0,85.0,[10250.11319583]
24.47,12.03,0.4078333333333333,16.169333333333327,294.3741,68.83066666666667,10126.293420514918,b5,85.0,85.0,[10231.46156444]
22.28,12.06,0.3713333333333333,16.54066666666666,268.69680000000005,68.45933333333335,11061.651705565531,b5,85.0,85.0,[11006.54486712]
22.27,12.06,0.3711666666666666,16.911833333333327,268.57620000000003,68.08816666666667,11006.618769645263,b5,85.0,85.0,[10990.30614123]
22.25,12.05,0.3708333333333333,17.28266666666666,268.1125,67.71733333333334,10956.512359550565,b5,85.0,85.0,[10892.69770148]
22.25,12.05,0.3708333333333333,17.653499999999994,268.1125,67.3465,10896.512359550565,b5,85.0,85.0,[10878.86067934]
22.24,12.04,0.3706666666666666,18.02416666666666,267.7696,66.97583333333334,10841.4118705036,b5,85.0,85.0,[10752.02193822]
22.73,12.03,0.3788333333333333,18.40299999999999,273.4419,66.59700000000001,10547.699076110868,b5,85.0,85.0,[10520.04965697]
22.72,12.02,0.3786666666666666,18.78166666666666,273.09439999999995,66.21833333333333,10492.341549295776,b5,85.0,85.0,[10472.45246922]
22.71,12.01,0.3785,19.16016666666665,272.7471,65.83983333333335,10436.961690885077,b5,85.0,85.0,[10421.57592791]
15.61,12.15,0.2601666666666666,19.420333333333325,189.6615,65.57966666666667,15124.074311338887,b5,85.0,85.0,[15111.46949526]
15.62,12.15,0.2603333333333333,19.680666666666657,189.783,65.31933333333335,15054.391805377723,b5,85.0,85.0,[15054.48172154]
15.62,12.15,0.2603333333333333,19.94099999999999,189.783,65.05900000000001,14994.391805377723,b5,85.0,85.0,[15002.31566999]
15.62,12.15,0.2603333333333333,20.20133333333332,189.783,64.79866666666668,14934.391805377723,b5,85.0,85.0,[14942.64490071]
15.62,12.15,0.2603333333333333,20.46166666666665,189.783,64.53833333333336,14874.391805377729,b5,85.0,85.0,[14903.80584892]
15.62,12.14,0.2603333333333333,20.721999999999984,189.6268,64.27800000000002,14814.391805377729,b5,85.0,85.0,[14836.64075782]
15.62,12.14,0.2603333333333333,20.982333333333315,189.6268,64.01766666666668,14754.391805377723,b5,85.0,85.0,[14793.8558628]
17.83,12.09,0.2971666666666666,21.27949999999998,215.5647,63.720500000000015,12865.60852495794,b5,85.0,85.0,[12838.72250328]
17.82,12.09,0.297,21.57649999999998,215.4438,63.42350000000002,12812.828282828286,b5,85.0,85.0,[12825.29325625]
17.81,12.08,0.2968333333333333,21.87333333333332,215.1448,63.12666666666669,12760.022459292535,b5,85.0,85.0,[12769.67955762]
17.81,12.08,0.2968333333333333,22.170166666666645,215.1448,62.82983333333336,12700.022459292535,b5,85.0,85.0,[12756.3565822]
17.81,12.07,0.2968333333333333,22.466999999999977,214.9667,62.53300000000002,12640.022459292535,b5,85.0,85.0,[12733.46103655]
22.56,11.97,0.376,22.84299999999998,270.0432,62.157000000000025,9918.670212765965,b5,85.0,85.0,[10014.84432575]
23.05,11.96,0.3841666666666666,23.227166666666644,275.67800000000005,61.77283333333335,9647.81778741866,b5,85.0,85.0,[9634.47971111]
23.04,11.95,0.384,23.611166666666644,275.328,61.38883333333335,9592.005208333338,b5,85.0,85.0,[9599.52090578]
23.01,11.94,0.3835,23.99466666666665,274.7394,61.00533333333336,9544.511082138204,b5,85.0,85.0,[9544.14813608]
23.01,11.94,0.3835,24.378166666666647,274.7394,60.62183333333336,9484.511082138204,b5,85.0,85.0,[9499.45964746]
22.91,11.93,0.3818333333333333,24.75999999999998,273.3163,60.24000000000002,9465.91008293322,b5,85.0,85.0,[9492.60164468]
25.09,11.88,0.4181666666666667,25.178166666666648,298.0692,59.82183333333335,8583.443603029098,b5,85.0,85.0,[8652.31783901]
25.07,11.87,0.4178333333333333,25.595999999999982,297.5809,59.40400000000002,8530.29118468289,b5,85.0,85.0,[8579.83879277]
25.06,11.86,0.4176666666666666,26.013666666666648,297.2116,58.98633333333335,8473.69513168396,b5,85.0,85.0,[8500.9171053]
25.04,11.85,0.4173333333333333,26.43099999999998,296.724,58.56900000000002,8420.463258785945,b5,85.0,85.0,[8438.15775806]
25.02,11.85,0.417,26.84799999999998,296.487,58.152000000000015,8367.194244604318,b5,85.0,85.0,[8374.51123656]
19.24,11.95,0.3206666666666666,27.16866666666665,229.918,57.83133333333335,10820.831600831603,b5,85.0,85.0,[10844.96791157]
18.81,11.96,0.3135,27.48216666666665,224.9676,57.51783333333335,11008.19776714514,b5,85.0,85.0,[10979.58233296]
18.81,11.96,0.3135,27.79566666666665,224.9676,57.20433333333335,10948.19776714514,b5,85.0,85.0,[10936.78948325]
18.81,11.95,0.3135,28.109166666666653,224.7795,56.89083333333335,10888.19776714514,b5,85.0,85.0,[10844.32122944]
18.81,11.95,0.3135,28.42266666666665,224.7795,56.57733333333334,10828.197767145137,b5,85.0,85.0,[10810.29481158]
24.68,11.82,0.4113333333333333,28.83399999999999,291.7176,56.16600000000001,8192.771474878446,b5,85.0,85.0,[8167.80988402]
24.66,11.81,0.411,29.24499999999999,291.2346,55.75500000000001,8139.416058394162,b5,85.0,85.0,[8150.01858233]
24.65,11.81,0.4108333333333333,29.655833333333323,291.1165,55.34416666666668,8082.71805273834,b5,85.0,85.0,[8109.49502462]
24.63,11.8,0.4105,30.06633333333332,290.634,54.93366666666668,8029.281364190014,b5,85.0,85.0,[8064.94188509]
24.61,11.79,0.4101666666666667,30.476499999999987,290.1519,54.52350000000001,7975.806582689965,b5,85.0,85.0,[8016.83544893]
24.59,11.78,0.4098333333333333,30.88633333333332,289.6702,54.113666666666674,7922.29361529077,b5,85.0,85.0,[7991.97275504]
22.4,11.82,0.3733333333333333,31.259666666666657,264.768,53.74033333333334,8636.839285714286,b5,85.0,85.0,[8614.63695028]
22.4,11.81,0.3733333333333333,31.632999999999992,264.544,53.367,8576.839285714286,b5,85.0,85.0,[8575.61886671]
22.39,11.8,0.3731666666666667,32.00616666666666,264.202,52.99383333333334,8520.669941938366,b5,85.0,85.0,[8507.86917768]
22.38,11.8,0.373,32.379166666666656,264.084,52.620833333333344,8464.477211796248,b5,85.0,85.0,[8459.72437115]
24.66,11.74,0.411,32.79016666666666,289.5084,52.20983333333334,7621.873479318736,b5,85.0,85.0,[7759.87421219]
23.72,11.75,0.3953333333333333,33.18549999999999,278.71,51.81450000000001,7863.920741989884,b5,85.0,85.0,[7867.2611568]
23.71,11.75,0.3951666666666666,33.58066666666666,278.59250000000003,51.41933333333334,7807.237452551667,b5,85.0,85.0,[7826.78464812]
23.7,11.74,0.3949999999999999,33.97566666666666,278.238,51.02433333333334,7750.531645569621,b5,85.0,85.0,[7740.52297195]
17.16,11.88,0.286,34.26166666666666,203.8608,50.73833333333334,10644.405594405594,b5,85.0,85.0,[10708.43931839]
17.15,11.88,0.2858333333333333,34.5475,203.742,50.4525,10590.61224489796,b5,85.0,85.0,[10620.75509139]
17.14,11.88,0.2856666666666667,34.83316666666666,203.62320000000005,50.16683333333334,10536.791131855309,b5,85.0,85.0,[10601.82611999]
23.79,11.72,0.3964999999999999,35.22966666666667,278.8188,49.77033333333333,7531.450189155108,b5,85.0,85.0,[7522.45858914]
23.77,11.71,0.3961666666666666,35.62583333333333,278.3467,49.37416666666667,7477.787126630206,b5,85.0,85.0,[7470.95004202]
23.75,11.7,0.3958333333333333,36.02166666666667,277.875,48.97833333333333,7424.0842105263155,b5,85.0,85.0,[7433.36005415]
18.33,11.82,0.3055,36.32716666666667,216.6606,48.67283333333333,9559.312602291326,b5,85.0,85.0,[9736.33503568]
18.33,11.81,0.3055,36.63266666666667,216.4773,48.36733333333333,9499.312602291324,b5,85.0,85.0,[9626.49552662]
18.32,11.81,0.3053333333333333,36.938,216.3592,48.062,9444.497816593885,b5,85.0,85.0,[9572.58609227]
18.33,11.81,0.3055,37.2435,216.4773,47.7565,9379.345335515549,b5,85.0,85.0,[9533.01262369]
20.6,11.75,0.3433333333333334,37.58683333333334,242.05,47.41316666666666,8285.796116504853,b5,85.0,85.0,[8275.4461398]
20.59,11.74,0.3431666666666667,37.93000000000001,241.7266,47.06999999999999,8229.820301117046,b5,85.0,85.0,[8180.63259433]
20.57,11.73,0.3428333333333333,38.27283333333334,241.2861,46.72716666666666,8177.82207097715,b5,85.0,85.0,[8135.37622611]
20.57,11.73,0.3428333333333333,38.61566666666667,241.2861,46.38433333333333,8117.82207097715,b5,85.0,85.0,[8095.36694336]
20.56,11.72,0.3426666666666666,38.958333333333336,240.9632,46.04166666666666,8061.770428015565,b5,85.0,85.0,[8087.14920706]
20.55,11.71,0.3425,39.30083333333334,240.64050000000003,45.69916666666666,8005.693430656934,b5,85.0,85.0,[8113.0436962]
25.2,11.6,0.42,39.72083333333334,292.32,45.27916666666666,6468.45238095238,b5,85.0,85.0,[6514.29809133]
25.16,11.59,0.4193333333333333,40.14016666666667,291.6044,44.85983333333333,6418.736089030205,b5,85.0,85.0,[6459.68751599]
25.14,11.57,0.419,40.55916666666667,290.8698,44.44083333333333,6363.842482100238,b5,85.0,85.0,[6421.76732265]
23.57,11.6,0.3928333333333333,40.952000000000005,273.412,44.048,6727.738650827322,b5,85.0,85.0,[6657.2613443]
23.56,11.59,0.3926666666666666,41.34466666666667,273.0604,43.65533333333333,6670.594227504244,b5,85.0,85.0,[6605.31984111]
23.55,11.58,0.3925,41.73716666666667,272.709,43.26283333333333,6613.426751592357,b5,85.0,85.0,[6561.07342472]
23.54,11.57,0.3923333333333333,42.1295,272.3578,42.8705,6556.236193712829,b5,85.0,85.0,[6540.40319969]
23.52,11.56,0.392,42.5215,271.8912,42.4785,6501.811224489795,b5,85.0,85.0,[6525.26542043]
17.59,11.7,0.2931666666666667,42.81466666666667,205.803,42.18533333333333,8633.723706651506,b5,85.0,85.0,[8636.54478477]
17.59,11.7,0.2931666666666667,43.10783333333333,205.803,41.89216666666667,8573.723706651508,b5,85.0,85.0,[8604.73438915]
17.59,11.69,0.2931666666666667,43.401,205.6271,41.599,8513.723706651508,b5,85.0,85.0,[8553.40265592]
17.6,11.69,0.2933333333333333,43.69433333333333,205.744,41.30566666666667,8448.886363636362,b5,85.0,85.0,[8515.38232859]
17.59,11.69,0.2931666666666667,43.9875,205.6271,41.0125,8393.68959636157,b5,85.0,85.0,[8506.90599886]
13.25,11.79,0.2208333333333333,44.20833333333333,156.2175,40.79166666666667,11083.018867924531,b5,85.0,85.0,[11119.48402867]
13.25,11.8,0.2208333333333333,44.42916666666666,156.35000000000002,40.57083333333334,11023.018867924531,b5,85.0,85.0,[11245.31969606]
13.25,11.8,0.2208333333333333,44.64999999999999,156.35000000000002,40.35000000000001,10963.018867924531,b5,85.0,85.0,[11229.27288841]
13.25,11.8,0.2208333333333333,44.87083333333332,156.35000000000002,40.12916666666668,10903.018867924531,b5,85.0,85.0,[11163.94449954]
13.25,11.79,0.2208333333333333,45.091666666666654,156.2175,39.90833333333335,10843.018867924531,b5,85.0,85.0,[10940.05244319]
23.62,11.54,0.3936666666666666,45.48533333333332,272.5748,39.51466666666668,6022.557154953431,b5,85.0,85.0,[6168.95550946]
13.86,11.77,0.2309999999999999,45.71633333333333,163.13219999999998,39.28366666666668,10203.549783549786,b5,85.0,85.0,[10249.77891333]
13.87,11.77,0.2311666666666666,45.94749999999999,163.2499,39.05250000000001,10136.193222782988,b5,85.0,85.0,[10176.7404644]
13.87,11.77,0.2311666666666666,46.17866666666666,163.2499,38.82133333333334,10076.19322278299,b5,85.0,85.0,[10057.88691103]
13.86,11.77,0.2309999999999999,46.40966666666666,163.13219999999998,38.59033333333334,10023.463203463209,b5,85.0,85.0,[10021.58973182]
13.85,11.76,0.2308333333333333,46.6405,162.876,38.3595,9970.700361010831,b5,85.0,85.0,[9942.75545209]
13.86,11.76,0.2309999999999999,46.8715,162.9936,38.1285,9903.506493506497,b5,85.0,85.0,[9907.46506544]
13.85,11.76,0.2308333333333333,47.10233333333333,162.876,37.897666666666666,9850.657039711192,b5,85.0,85.0,[9899.89275674]
19.5,11.6,0.325,47.42733333333334,226.2,37.57266666666666,6936.492307692307,b5,85.0,85.0,[6933.24589163]
19.5,11.59,0.325,47.75233333333334,226.005,37.24766666666666,6876.492307692307,b5,85.0,85.0,[6904.63733506]
19.48,11.58,0.3246666666666666,48.077000000000005,225.5784,36.923,6823.552361396303,b5,85.0,85.0,[6841.6743553]
19.47,11.57,0.3244999999999999,48.401500000000006,225.2679,36.5985,6767.057010785824,b5,85.0,85.0,[6815.48073324]
19.46,11.56,0.3243333333333333,48.72583333333334,224.9576,36.27416666666666,6710.534429599176,b5,85.0,85.0,[6734.43766811]
21.62,11.49,0.3603333333333333,49.08616666666668,248.4138,35.91383333333332,5980.10175763182,b5,85.0,85.0,[5914.67617592]
21.61,11.48,0.3601666666666666,49.44633333333334,248.0828,35.55366666666666,5922.869042110133,b5,85.0,85.0,[5880.03299636]
21.59,11.47,0.3598333333333333,49.80616666666668,247.6373,35.19383333333332,5868.35572024085,b5,85.0,85.0,[5812.69289438]
15.73,11.62,0.2621666666666666,50.06833333333334,182.7826,34.93166666666666,7994.532739987283,b5,85.0,85.0,[8131.83962719]
15.73,11.62,0.2621666666666666,50.33050000000001,182.7826,34.66949999999999,7934.532739987283,b5,85.0,85.0,[8114.99827572]
15.72,11.62,0.262,50.59250000000001,182.6664,34.40749999999999,7879.580152671753,b5,85.0,85.0,[8075.06797665]
20.92,11.47,0.3486666666666667,50.94116666666668,239.95240000000004,34.058833333333325,5860.984703632886,b5,85.0,85.0,[5868.80424059]
20.89,11.46,0.3481666666666667,51.28933333333334,239.3994,33.71066666666666,5809.401627573,b5,85.0,85.0,[5741.05469159]
20.89,11.45,0.3481666666666667,51.6375,239.1905,33.3625,5749.401627573001,b5,85.0,85.0,[5709.21072722]
20.86,11.44,0.3476666666666667,51.98516666666667,238.6384,33.01483333333333,5697.670182166826,b5,85.0,85.0,[5683.26866779]
20.86,11.43,0.3476666666666667,52.33283333333334,238.4298,32.66716666666666,5637.670182166826,b5,85.0,85.0,[5659.62642424]
20.84,11.41,0.3473333333333333,52.68016666666667,237.7844,32.31983333333333,5583.080614203454,b5,85.0,85.0,[5660.20468548]
20.83,11.4,0.3471666666666666,53.02733333333334,237.462,31.97266666666666,5525.760921747479,b5,85.0,85.0,[5623.43748415]
20.2,11.41,0.3366666666666666,53.364,230.482,31.636,5638.09900990099,b5,85.0,85.0,[5657.30483233]
20.18,11.4,0.3363333333333333,53.70033333333334,230.052,31.29966666666666,5583.686818632308,b5,85.0,85.0,[5613.73047869]
20.18,11.39,0.3363333333333333,54.03666666666668,229.8502,30.963333333333324,5523.686818632308,b5,85.0,85.0,[5567.69396061]
12.1,11.62,0.2016666666666666,54.238333333333344,140.60199999999998,30.761666666666656,9152.231404958677,b5,85.0,85.0,[9029.57770509]
12.1,11.62,0.2016666666666666,54.44000000000001,140.60199999999998,30.559999999999988,9092.231404958677,b5,85.0,85.0,[9026.66266811]
12.11,11.62,0.2018333333333333,54.64183333333335,140.7182,30.35816666666665,9024.723369116433,b5,85.0,85.0,[9003.59294485]
12.11,11.62,0.2018333333333333,54.84366666666668,140.7182,30.15633333333332,8964.72336911643,b5,85.0,85.0,[9001.47263316]
